tick address bitflip_pos qt_err will_recode curr_ecc next_ecc block_pos data_write data_rec fixed
391440 3445 0 2 False 3 -1 1 56178 db72 True
391466 2732 0 2 False 3 -1 1 23707 5c9b True
391492 6280 0 0 False 1 -1 3 3100 0c1c True
391518 4597 0 3 False 2 -1 2 23271 5ae7 True
391544 6893 0 0 False 1 -1 3 33374 825e True
391570 3548 0 2 False 3 -1 1 19726 4d0e True
391596 6090 0 0 False 1 -1 3 16050 3eb2 True
391622 3885 0 2 False 3 -1 1 21325 534d True
391648 7900 0 0 False 1 -1 3 5576 15c8 True
391674 6826 0 0 False 1 -1 3 14229 3795 True
391700 4726 0 3 False 2 -1 2 59601 e8d1 True
391726 4703 0 3 False 2 -1 2 63858 f972 True
391752 1048 0 3 False 1 -1 0 12105 2f49 True
391778 3013 0 2 False 3 -1 1 24871 6127 True
391804 3662 0 2 False 3 -1 1 62828 f56c True
391830 2776 0 2 False 3 -1 1 49823 c29f True
391856 1224 0 3 False 1 -1 0 52426 ccca True
391882 2887 0 2 False 3 -1 1 50260 c454 True
391908 4450 0 3 False 2 -1 2 28002 6d62 True
391934 4230 0 3 False 2 -1 2 16358 3fe6 True
391960 3298 0 2 False 3 -1 1 59284 e794 True
391986 534 0 3 False 1 -1 0 27059 69b3 True
392012 2207 0 2 False 3 -1 1 21077 5255 True
392038 2893 0 2 False 3 -1 1 54697 d5a9 True
392064 5880 0 3 False 2 -1 2 1817 0719 True
392090 3878 0 2 False 3 -1 1 57197 df6d True
392116 4984 0 3 False 2 -1 2 27182 6a2e True
392142 5180 0 3 False 2 -1 2 16109 3eed True
392168 7259 0 0 False 1 -1 3 29267 7253 True
392194 6632 0 0 False 1 -1 3 18624 48c0 True
392220 6526 0 0 False 1 -1 3 10563 2943 True
392246 2208 0 2 False 3 -1 1 16673 4121 True
392272 5693 0 3 False 2 -1 2 4711 1267 True
392298 319 0 3 False 1 -1 0 36228 8d84 True
392324 1739 0 3 False 1 -1 0 10934 2ab6 True
392350 7511 0 0 False 1 -1 3 16647 4107 True
392376 184 0 3 False 1 -1 0 518 0206 True
392402 2143 0 2 False 3 -1 1 3410 0d52 True
392428 2772 0 2 False 3 -1 1 42523 a61b True
392454 3039 0 2 False 3 -1 1 31518 7b1e True
392480 7755 0 0 False 1 -1 3 35646 8b3e True
392506 4245 0 3 False 2 -1 2 5494 1576 True
392532 4085 0 3 False 2 -1 2 9922 26c2 True
392558 1038 0 3 False 1 -1 0 42207 a4df True
392584 7319 0 0 False 1 -1 3 29574 7386 True
392610 1744 0 3 False 1 -1 0 56114 db32 True
392636 5553 0 3 False 2 -1 2 22796 590c True
392662 7014 0 0 False 1 -1 3 6533 1985 True
392688 3208 0 2 False 3 -1 1 3860 0f14 True
392714 4749 0 3 False 2 -1 2 23173 5a85 True
392740 2707 0 2 False 3 -1 1 47353 b8f9 True
392766 6225 0 0 False 1 -1 3 62570 f46a True
392792 3329 0 2 False 3 -1 1 19331 4b83 True
392818 1774 0 3 False 1 -1 0 48793 be99 True
392844 3161 0 2 False 3 -1 1 43620 aa64 True
392870 1270 0 3 False 1 -1 0 55982 daae True
392896 6079 0 0 False 1 -1 3 32728 7fd8 True
392922 7184 0 0 False 1 -1 3 50257 c451 True
392948 7529 9-12- 0 False 1 -1 3 12789 3165 False
393042 6423 0 0 False 1 -1 3 21249 5301 True
393068 7771 0 0 False 1 -1 3 27165 6a1d True
393094 5234 0 3 False 2 -1 2 28116 6dd4 True
393120 5959 0 3 False 2 -1 2 15754 3d8a True
393146 3062 0 2 False 3 -1 1 34202 859a True
393172 4963 0 3 False 2 -1 2 38877 97dd True
393198 3665 0 2 False 3 -1 1 26890 690a True
393224 2590 0 2 False 3 -1 1 64036 fa24 True
393250 1025 0 3 False 1 -1 0 21286 5326 True
393276 365 0 3 False 1 -1 0 20553 5049 True
393302 7156 0 0 False 1 -1 3 38098 94d2 True
393328 6781 0 0 False 1 -1 3 12802 3202 True
393354 5223 0 3 False 2 -1 2 1440 05a0 True
393380 701 0 3 False 1 -1 0 21503 53ff True
393406 2439 0 2 False 3 -1 1 54458 d4ba True
393432 4189 0 3 False 2 -1 2 2082 0822 True
393458 2579 0 2 False 3 -1 1 38638 96ee True
393484 702 0 3 False 1 -1 0 1260 04ec True
393510 4581 0 3 False 2 -1 2 34312 8608 True
393536 3374 0 2 False 3 -1 1 58741 e575 True
393562 1664 0 3 False 1 -1 0 30841 7879 True
393588 5585 0 3 False 2 -1 2 49135 bfef True
393614 572 0 3 False 1 -1 0 63912 f9a8 True
393640 1265 0 3 False 1 -1 0 20827 515b True
393666 3166 0 2 False 3 -1 1 18659 48e3 True
393692 2605 0 2 False 3 -1 1 8398 20ce True
393718 6548 0 0 False 1 -1 3 62858 f58a True
393744 2773 0 2 False 3 -1 1 59365 e7e5 True
393770 6696 0 0 False 1 -1 3 34164 8574 True
393796 1591 0 3 False 1 -1 0 62669 f4cd True
393822 5236 0 3 False 2 -1 2 9148 23bc True
393848 5683 0 3 False 2 -1 2 44371 ad53 True
393874 2925 0 2 False 3 -1 1 53645 d18d True
393900 5667 0 3 False 2 -1 2 25189 6265 True
393926 7005 0 0 False 1 -1 3 51670 c9d6 True
393952 6063 0 0 False 1 -1 3 15031 3ab7 True
393978 7813 0 0 False 1 -1 3 58396 e41c True
394004 4569 0 3 False 2 -1 2 25009 61b1 True
394030 4766 0 3 False 2 -1 2 29156 71e4 True
394056 862 0 3 False 1 -1 0 56210 db92 True
394082 7401 0 0 False 1 -1 3 43674 aa9a True
394108 5829 0 3 False 2 -1 2 9438 24de True
394134 3607 0 2 False 3 -1 1 58199 e357 True
394160 3357 0 2 False 3 -1 1 49683 c213 True
394186 1830 0 3 False 1 -1 0 62966 f5f6 True
394212 714 0 3 False 1 -1 0 49036 bf8c True
394238 2905 0 2 False 3 -1 1 60415 ebff True
394264 7469 0 0 False 1 -1 3 56852 de14 True
394290 5567 0 3 False 2 -1 2 32295 7e27 True
394316 6971 0 0 False 1 -1 3 49727 c23f True
394342 5573 0 3 False 2 -1 2 64467 fbd3 True
394368 5123 0 3 False 2 -1 2 13838 360e True
394394 3782 0 2 False 3 -1 1 7783 1e67 True
394420 7786 0 0 False 1 -1 3 62769 f531 True
394446 982 0 3 False 1 -1 0 9658 25ba True
394472 1117 0 3 False 1 -1 0 50142 c3de True
394498 5989 0 3 False 2 -1 2 36877 900d True
394524 2515 0 2 False 3 -1 1 33552 8310 True
394550 7450 0 0 False 1 -1 3 28841 70a9 True
394576 6679 0 0 False 1 -1 3 40397 9dcd True
394602 6764 0 0 False 1 -1 3 40272 9d50 True
394628 4005 0 3 False 2 -1 2 4971 136b True
394654 343 0 3 False 1 -1 0 62364 f39c True
394680 2507 0 2 False 3 -1 1 64277 fb15 True
394706 5183 0 3 False 2 -1 2 50863 c6af True
394732 5533 0 3 False 2 -1 2 19391 4bbf True
394758 1212 0 3 False 1 -1 0 33139 8173 True
394784 5565 0 3 False 2 -1 2 4568 11d8 True
394810 556 0 3 False 1 -1 0 61967 f20f True
394836 7454 0 0 False 1 -1 3 59113 e6e9 True
394862 5768 0 3 False 2 -1 2 53750 d1f6 True
394888 2018 0 2 False 3 -1 1 50474 c52a True
394914 1882 0 3 False 1 -1 0 60317 eb9d True
394940 7811 0 0 False 1 -1 3 3523 0dc3 True
394966 6545 0 0 False 1 -1 3 39527 9a67 True
394992 5201 0 3 False 2 -1 2 15785 3da9 True
395018 5737 0 3 False 2 -1 2 19973 4e05 True
395044 1232 0 3 False 1 -1 0 58747 e57b True
395070 3415 0 2 False 3 -1 1 13523 34d3 True
395096 5440 0 3 False 2 -1 2 15860 3df4 True
395122 2780 0 2 False 3 -1 1 20720 50f0 True
395148 2277 0 2 False 3 -1 1 55552 d900 True
395174 2343 0 2 False 3 -1 1 10464 28e0 True
395200 3902 8-1- 3 False 3 -1 1 44872 ad4b False
395294 1251 0 3 False 1 -1 0 32122 7d7a True
395320 4247 0 3 False 2 -1 2 7771 1e5b True
395346 7679 0 0 False 1 -1 3 53063 cf47 True
395372 931 0 3 False 1 -1 0 27820 6cac True
395398 1921 0 3 False 1 -1 0 11888 2e70 True
395424 4801 0 3 False 2 -1 2 30600 7788 True
395450 894 0 3 False 1 -1 0 31005 791d True
395476 2942 0 3 False 3 -1 1 36492 8e8c True
395502 4621 0 3 False 2 -1 2 38678 9716 True
395528 6106 0 0 False 1 -1 3 5971 1753 True
395554 5425 0 3 False 2 -1 2 60203 eb2b True
395580 7166 0 0 False 1 -1 3 19263 4b3f True
395606 3590 0 3 False 3 -1 1 37673 9329 True
395632 4196 0 3 False 2 -1 2 2365 093d True
395658 7691 0 0 False 1 -1 3 18572 488c True
395684 3336 0 3 False 3 -1 1 56753 ddb1 True
395710 4660 0 3 False 2 -1 2 52723 cdf3 True
395736 7537 0 0 False 1 -1 3 45121 b041 True
395762 2887 0 3 False 3 -1 1 36643 8f23 True
395788 3282 0 3 False 3 -1 1 46800 b6d0 True
395814 252 0 3 False 1 -1 0 48013 bb8d True
395840 3740 0 3 False 3 -1 1 1222 04c6 True
395866 2066 0 3 False 3 -1 1 45498 b1ba True
395892 2134 11- 4 False 3 -1 1 4984 1370 False
395952 5618 0 3 False 2 -1 2 55765 d9d5 True
395978 5447 0 3 False 2 -1 2 57288 dfc8 True
396004 4405 0 3 False 2 -1 2 32924 809c True
396030 887 0 3 False 1 -1 0 16717 414d True
396056 688 0 3 False 1 -1 0 4187 105b True
396082 7099 0 0 False 1 -1 3 338 0152 True
396108 5086 0 3 False 2 -1 2 24705 6081 True
396134 1056 0 3 False 1 -1 0 949 03b5 True
396160 421 0 3 False 1 -1 0 35130 893a True
396186 2187 0 4 False 3 -1 1 1154 0482 True
396212 6246 0 0 False 1 -1 3 45460 b194 True
396238 4969 0 3 False 2 -1 2 30529 7741 True
396264 2121 0 4 False 3 -1 1 26071 65d7 True
396290 4955 0 3 False 2 -1 2 47933 bb3d True
396316 1133 0 3 False 1 -1 0 2023 07e7 True
396342 1856 0 3 False 1 -1 0 31178 79ca True
396368 257 0 3 False 1 -1 0 50265 c459 True
396394 3870 0 4 False 3 -1 1 13840 3610 True
396420 478 0 3 False 1 -1 0 486 01e6 True
396446 1142 0 3 False 1 -1 0 29674 73ea True
396472 2477 0 4 False 3 -1 1 2480 09b0 True
396498 2621 0 4 False 3 -1 1 45532 b1dc True
396524 4916 0 3 False 2 -1 2 35278 89ce True
396550 5586 0 3 False 2 -1 2 54556 d51c True
396576 2398 0 4 False 3 -1 1 62798 f54e True
396602 4579 0 3 False 2 -1 2 48587 bdcb True
396628 4032 0 3 False 2 -1 2 55389 d85d True
396654 4640 0 3 False 2 -1 2 15718 3d66 True
396680 7257 0 0 False 1 -1 3 63451 f7db True
396706 3268 0 4 False 3 -1 1 44999 afc7 True
396732 112 0 3 False 1 -1 0 22893 596d True
396758 5991 0 3 False 2 -1 2 18518 4856 True
396784 6275 0 0 False 1 -1 3 52127 cb9f True
396810 2870 0 4 False 3 -1 1 22072 5638 True
396836 2307 0 4 False 3 -1 1 54812 d61c True
396862 3892 0 4 False 3 -1 1 60328 eba8 True
396888 3413 0 4 False 3 -1 1 42844 a75c True
396914 7448 0 0 False 1 -1 3 45902 b34e True
396940 7917 0 0 False 1 -1 3 27236 6a64 True
396966 4441 0 3 False 2 -1 2 33904 8470 True
396992 5338 0 3 False 2 -1 2 6518 1976 True
397018 2166 0 4 False 3 -1 1 57066 deea True
397044 7621 0 0 False 1 -1 3 28942 710e True
397070 1319 0 3 False 1 -1 0 11717 2dc5 True
397096 7595 0 0 False 1 -1 3 6673 1a11 True
397122 3067 0 4 False 3 -1 1 985 03d9 True
397148 4762 0 3 False 2 -1 2 28786 7072 True
397174 5345 0 3 False 2 -1 2 2057 0809 True
397200 1636 0 3 False 1 -1 0 7161 1bf9 True
397226 6799 0 0 False 1 -1 3 45636 b244 True
397252 4476 0 3 False 2 -1 2 63637 f895 True
397278 2139 0 4 False 3 -1 1 49825 c2a1 True
397304 3918 0 4 False 3 -1 1 42854 a766 True
397330 535 0 3 False 1 -1 0 46279 b4c7 True
397356 2890 0 4 False 3 -1 1 49080 bfb8 True
397382 753 0 3 False 1 -1 0 29731 7423 True
397408 2433 0 4 False 3 -1 1 26492 677c True
397434 4452 0 3 False 2 -1 2 63244 f70c True
397460 49 0 3 False 1 -1 0 49572 c1a4 True
397486 5458 0 3 False 2 -1 2 26977 6961 True
397512 4004 0 3 False 2 -1 2 64728 fcd8 True
397538 1637 0 3 False 1 -1 0 8231 2027 True
397564 2258 0 4 False 3 -1 1 33738 83ca True
397590 7668 0 0 False 1 -1 3 7462 1d26 True
397616 240 0 3 False 1 -1 0 12175 2f8f True
397642 143 0 3 False 1 -1 0 51271 c847 True
397668 6594 0 0 False 1 -1 3 41343 a17f True
397694 3420 0 4 False 3 -1 1 52033 cb41 True
397720 4404 0 3 False 2 -1 2 49461 c135 True
397746 2894 0 4 False 3 -1 1 36041 8cc9 True
397772 6684 0 0 False 1 -1 3 16696 4138 True
397798 7890 0 0 False 1 -1 3 37771 938b True
397824 96 0 3 False 1 -1 0 35805 8bdd True
397850 4874 0 3 False 2 -1 2 59374 e7ee True
397876 2466 0 4 False 3 -1 1 13911 3657 True
397902 5423 0 3 False 2 -1 2 31218 79f2 True
397928 8 0 3 False 1 -1 0 8878 22ae True
397954 1279 0 3 False 1 -1 0 43945 aba9 True
397980 1999 0 3 False 1 -1 0 35639 8b37 True
398006 4558 0 3 False 2 -1 2 39253 9955 True
398032 767 0 3 False 1 -1 0 31244 7a0c True
398058 3509 0 4 False 3 -1 1 29472 7320 True
398084 2419 0 4 False 3 -1 1 10143 279f True
398110 3586 0 4 False 3 -1 1 56800 dde0 True
398136 4359 0 3 False 2 -1 2 17611 44cb True
398162 3866 0 4 False 3 -1 1 21197 52cd True
398188 6681 0 0 False 1 -1 3 65515 ffeb True
398214 749 0 3 False 1 -1 0 30216 7608 True
398240 2970 0 4 False 3 -1 1 8587 218b True
398266 5866 0 3 False 2 -1 2 63147 f6ab True
398292 791 0 3 False 1 -1 0 19828 4d74 True
398318 4712 0 3 False 2 -1 2 62630 f4a6 True
398344 4122 0 3 False 2 -1 2 44068 ac24 True
398370 437 0 3 False 1 -1 0 22435 57a3 True
398396 7739 0 0 False 1 -1 3 35651 8b43 True
398422 2941 0 4 False 3 -1 1 28358 6ec6 True
398448 3056 0 4 False 3 -1 1 38986 984a True
398474 1167 0 3 False 1 -1 0 24879 612f True
398500 1322 0 3 False 1 -1 0 53607 d167 True
398526 2423 0 4 False 3 -1 1 17345 43c1 True
398552 998 0 3 False 1 -1 0 54793 d609 True
398578 7635 0 0 False 1 -1 3 42456 a5d8 True
398604 2832 0 4 False 3 -1 1 8172 1fec True
398630 77 0 3 False 1 -1 0 37544 92a8 True
398656 4196 0 3 False 2 -1 2 34863 882f True
398682 3591 0 4 False 3 -1 1 37643 930b True
398708 7777 0 0 False 1 -1 3 8958 22fe True
398734 4852 0 3 False 2 -1 2 57531 e0bb True
398760 4613 0 3 False 2 -1 2 52340 cc74 True
398786 5962 0 3 False 2 -1 2 64188 fabc True
398812 1425 0 3 False 1 -1 0 8484 2124 True
398838 3281 0 4 False 3 -1 1 53524 d114 True
398864 5122 0 3 False 2 -1 2 59734 e956 True
398890 582 0 3 False 1 -1 0 2024 07e8 True
398916 6212 0 0 False 1 -1 3 50557 c57d True
398942 3260 0 4 False 3 -1 1 19706 4cfa True
398968 7109 0 0 False 1 -1 3 10530 2922 True
398994 7757 0 0 False 1 -1 3 20944 51d0 True
399020 4279 0 3 False 2 -1 2 60192 eb20 True
399046 4744 0 3 False 2 -1 2 16610 40e2 True
399072 313 0 3 False 1 -1 0 42886 a786 True
399098 2224 0 4 False 3 -1 1 61215 ef1f True
399124 4824 0 3 False 2 -1 2 15961 3e59 True
399150 345 5-7- 3 False 1 -1 0 21126 5283 False
399244 159 0 3 False 1 -1 0 41532 a23c True
399270 917 0 3 False 1 -1 0 23637 5c55 True
399296 4397 0 3 False 2 -1 2 13969 3691 True
399322 6019 0 0 False 1 -1 3 48475 bd5b True
399348 1384 0 3 False 1 -1 0 56956 de7c True
399374 6936 0 0 False 1 -1 3 65155 fe83 True
399400 7878 0 0 False 1 -1 3 44522 adea True
399426 5759 0 3 False 2 -1 2 587 024b True
399452 6577 0 0 False 1 -1 3 50621 c5bd True
399478 431 0 3 False 1 -1 0 20285 4f3d True
399504 896 0 3 False 1 -1 0 14693 3965 True
399530 5277 0 3 False 2 -1 2 18979 4a23 True
399556 5635 0 3 False 2 -1 2 31664 7bb0 True
399582 6815 0 0 False 1 -1 3 30695 77e7 True
399608 3730 0 4 False 3 -1 1 62033 f251 True
399634 2756 0 4 False 3 -1 1 39480 9a38 True
399660 3901 0 4 False 3 -1 1 28109 6dcd True
399686 1444 0 3 False 1 -1 0 32930 80a2 True
399712 4023 0 3 False 2 -1 2 54031 d30f True
399738 4520 0 3 False 2 -1 2 42446 a5ce True
399764 4205 0 3 False 2 -1 2 50838 c696 True
399790 2860 0 4 False 3 -1 1 59622 e8e6 True
399816 4224 0 3 False 2 -1 2 20203 4eeb True
399842 3310 0 4 False 3 -1 1 54593 d541 True
399868 5794 0 3 False 2 -1 2 18634 48ca True
399894 3762 0 4 False 3 -1 1 16378 3ffa True
399920 5535 0 3 False 2 -1 2 7898 1eda True
399946 6574 0 0 False 1 -1 3 13549 34ed True
399972 3735 0 4 False 3 -1 1 34463 869f True
399998 2148 0 3 False 3 3 1 28923 70fb True
400024 4101 0 2 True 2 3 2 34274 85e2 True
444046 2792 0 3 False 3 -1 1 2753 0ac1 True
444072 3453 0 3 False 3 -1 1 32155 7d9b True
444098 5242 0 2 False 3 -1 2 12409 3079 True
444124 1250 0 2 True 1 2 0 51908 cac4 True
488146 751 0 2 False 2 -1 0 62912 f5c0 True
488172 7430 0 0 False 1 1 3 63409 f7b1 True
488198 1077 0 2 False 2 -1 0 28096 6dc0 True
488224 244 0 2 False 2 -1 0 17132 42ec True
488250 2480 0 3 False 3 -1 1 44075 ac2b True
488276 2934 0 3 False 3 -1 1 43634 aa72 True
488302 39 0 2 False 2 -1 0 10996 2af4 True
488328 570 0 2 False 2 -1 0 30732 780c True
488354 7925 0 0 False 1 -1 3 9598 257e True
488380 2480 0 3 False 3 -1 1 14368 3820 True
488406 2030 0 3 False 3 -1 1 40604 9e9c True
488432 1027 0 2 False 2 -1 0 10082 2762 True
488458 3884 0 3 False 3 -1 1 44282 acfa True
488484 6822 0 0 False 1 -1 3 63396 f7a4 True
488510 308 0 2 False 2 -1 0 44739 aec3 True
488536 2810 0 3 False 3 -1 1 46295 b4d7 True
488562 2065 0 3 False 3 -1 1 41166 a0ce True
488588 4474 0 2 False 3 -1 2 41517 a22d True
488614 1228 0 2 False 2 -1 0 1460 05b4 True
488640 1643 0 2 False 2 -1 0 29545 7369 True
488666 2300 0 3 False 3 -1 1 32308 7e34 True
488692 1911 0 2 False 2 -1 0 7078 1ba6 True
488718 2238 0 3 False 3 -1 1 64996 fde4 True
488744 817 0 2 False 2 -1 0 60468 ec34 True
488770 7600 0 0 False 1 -1 3 21900 558c True
488796 6613 0 0 False 1 -1 3 56195 db83 True
488822 5296 0 2 False 3 -1 2 1949 079d True
488848 3113 0 3 False 3 -1 1 11597 2d4d True
488874 1945 0 2 False 2 -1 0 46535 b5c7 True
488900 2821 0 3 False 3 -1 1 64933 fda5 True
488926 2522 0 3 False 3 -1 1 23374 5b4e True
488952 4378 0 2 False 3 -1 2 36346 8dfa True
488978 844 0 2 False 2 -1 0 61604 f0a4 True
489004 3658 0 3 False 3 -1 1 55246 d7ce True
489030 6414 0 0 False 1 -1 3 64674 fca2 True
489056 813 0 2 False 2 -1 0 6760 1a68 True
489082 1728 0 2 False 2 -1 0 39179 990b True
489108 472 0 2 False 2 -1 0 36938 904a True
489134 2116 0 3 False 3 -1 1 49195 c02b True
489160 646 0 2 False 2 -1 0 14997 3a95 True
489186 2128 0 3 False 3 -1 1 7369 1cc9 True
489212 3124 0 3 False 3 -1 1 3714 0e82 True
489238 1893 0 2 False 2 -1 0 32381 7e7d True
489264 4845 0 2 False 3 -1 2 1116 045c True
489290 4785 0 2 False 3 -1 2 50118 c3c6 True
489316 1571 0 2 False 2 -1 0 22634 586a True
489342 5572 0 2 False 3 -1 2 54208 d3c0 True
489368 6716 0 0 False 1 -1 3 45550 b1ee True
489394 7478 0 0 False 1 -1 3 15496 3c88 True
489420 4567 0 2 False 3 -1 2 42801 a731 True
489446 7979 0 0 False 1 -1 3 10826 2a4a True
489472 143 0 2 False 2 -1 0 12867 3243 True
489498 4001 0 2 False 3 -1 2 41134 a0ae True
489524 6888 0 0 False 1 -1 3 17355 43cb True
489550 3070 0 3 False 3 -1 1 29398 72d6 True
489576 3219 0 3 False 3 -1 1 1158 0486 True
489602 5599 0 2 False 3 -1 2 53649 d191 True
489628 5377 0 2 False 3 -1 2 26411 672b True
489654 6381 0 0 False 1 -1 3 46302 b4de True
489680 6827 0 0 False 1 -1 3 687 02af True
489706 2128 0 3 False 3 -1 1 13234 33b2 True
489732 1032 0 2 False 2 -1 0 56942 de6e True
489758 6078 0 0 False 1 -1 3 17447 4427 True
489784 1807 0 2 False 2 -1 0 53993 d2e9 True
489810 1013 0 2 False 2 -1 0 28386 6ee2 True
489836 5643 0 2 False 3 -1 2 33129 8169 True
489862 7657 0 0 False 1 -1 3 14533 38c5 True
489888 2362 0 3 False 3 -1 1 60694 ed16 True
489914 5278 0 2 False 3 -1 2 35919 8c4f True
489940 4921 0 2 False 3 -1 2 62251 f32b True
489966 1503 0 2 False 2 -1 0 15284 3bb4 True
489992 3420 0 3 False 3 -1 1 57903 e22f True
490018 2520 0 3 False 3 -1 1 21010 5212 True
490044 600 0 2 False 2 -1 0 5776 1690 True
490070 7587 0 0 False 1 -1 3 54695 d5a7 True
490096 5619 0 2 False 3 -1 2 14320 37f0 True
490122 413 0 2 False 2 -1 0 1351 0547 True
490148 2965 0 3 False 3 -1 1 35737 8b99 True
490174 2573 0 3 False 3 -1 1 26297 66b9 True
490200 1744 0 2 False 2 -1 0 64123 fa7b True
490226 5761 0 2 False 3 -1 2 1819 071b True
490252 1704 0 2 False 2 -1 0 32049 7d31 True
490278 5694 0 2 False 3 -1 2 42543 a62f True
490304 6800 0 0 False 1 -1 3 31641 7b99 True
490330 7233 0 0 False 1 -1 3 41688 a2d8 True
490356 5186 0 2 False 3 -1 2 4219 107b True
490382 7948 0 0 False 1 -1 3 27171 6a23 True
490408 6119 0 0 False 1 -1 3 56000 dac0 True
490434 662 0 2 False 2 -1 0 4764 129c True
490460 2181 0 3 False 3 -1 1 57456 e070 True
490486 3275 0 3 False 3 -1 1 41615 a28f True
490512 5168 0 2 False 3 -1 2 56614 dd26 True
490538 3091 0 3 False 3 -1 1 5115 13fb True
490564 4301 0 2 False 3 -1 2 15062 3ad6 True
490590 4014 0 2 False 3 -1 2 44520 ade8 True
490616 5339 0 2 False 3 -1 2 46953 b769 True
490642 2586 0 3 False 3 -1 1 8013 1f4d True
490668 5359 0 2 False 3 -1 2 57356 e00c True
490694 7951 0 0 False 1 -1 3 46175 b45f True
490720 2721 0 3 False 3 -1 1 42156 a4ac True
490746 5330 0 2 False 3 -1 2 43451 a9bb True
490772 3773 0 3 False 3 -1 1 50297 c479 True
490798 5611 0 2 False 3 -1 2 15346 3bf2 True
490824 1796 0 2 False 2 -1 0 50050 c382 True
490850 1416 0 2 False 2 -1 0 33127 8167 True
490876 1529 0 2 False 2 -1 0 62701 f4ed True
490902 7995 0 0 False 1 -1 3 19031 4a57 True
490928 3752 0 3 False 3 -1 1 4075 0feb True
490954 2305 0 3 False 3 -1 1 14868 3a14 True
490980 4092 0 2 False 3 -1 2 44011 abeb True
491006 1389 0 2 False 2 -1 0 2887 0b47 True
491032 7318 0 0 False 1 -1 3 63849 f969 True
491058 6648 0 0 False 1 -1 3 27576 6bb8 True
491084 6892 0 0 False 1 -1 3 34546 86f2 True
491110 510 0 2 False 2 -1 0 14273 37c1 True
491136 2110 0 3 False 3 -1 1 1582 062e True
491162 2809 0 3 False 3 -1 1 13527 34d7 True
491188 3457 0 3 False 3 -1 1 442 01ba True
491214 6632 0 0 False 1 -1 3 22155 568b True
491240 2244 0 3 False 3 -1 1 56147 db53 True
491266 4516 0 2 False 3 -1 2 14736 3990 True
491292 7481 0 0 False 1 -1 3 56587 dd0b True
491318 1439 0 2 False 2 -1 0 30616 7798 True
491344 46 0 2 False 2 -1 0 6263 1877 True
491370 7586 0 0 False 1 -1 3 24885 6135 True
491396 3970 0 3 False 3 -1 1 33197 81ad True
491422 4125 0 2 False 3 -1 2 43138 a882 True
491448 3789 0 3 False 3 -1 1 31919 7caf True
491474 6053 0 0 False 1 -1 3 10646 2996 True
491500 3336 0 3 False 3 -1 1 19658 4cca True
491526 4226 0 2 False 3 -1 2 33057 8121 True
491552 6269 0 0 False 1 -1 3 19655 4cc7 True
491578 2835 0 3 False 3 -1 1 10244 2804 True
491604 4713 0 2 False 3 -1 2 53272 d018 True
491630 1962 0 2 False 2 -1 0 31691 7bcb True
491656 4137 0 2 False 3 -1 2 11169 2ba1 True
491682 6492 0 0 False 1 -1 3 35467 8a8b True
491708 4651 0 2 False 3 -1 2 3447 0d77 True
491734 4079 0 2 False 3 -1 2 16494 406e True
491760 3834 0 3 False 3 -1 1 21309 533d True
491786 5180 0 2 False 3 -1 2 63660 f8ac True
491812 6637 0 0 False 1 -1 3 20491 500b True
491838 1197 0 2 False 2 -1 0 58650 e51a True
491864 1172 0 2 False 2 -1 0 38297 9599 True
491890 6150 0 0 False 1 -1 3 50034 c372 True
491916 4731 0 2 False 3 -1 2 48181 bc35 True
491942 4237 0 2 False 3 -1 2 24517 5fc5 True
491968 5149 0 2 False 3 -1 2 56134 db46 True
491994 6171 0 0 False 1 -1 3 55800 d9f8 True
492020 7061 0 0 False 1 -1 3 44258 ace2 True
492046 6590 0 0 False 1 -1 3 58906 e61a True
492072 5072 0 2 False 3 -1 2 13500 34bc True
492098 1862 0 2 False 2 -1 0 28502 6f56 True
492124 653 0 2 False 2 -1 0 28113 6dd1 True
492150 5022 0 2 False 3 -1 2 34345 8629 True
492176 3999 0 3 False 3 -1 1 57256 dfa8 True
492202 4325 0 2 False 3 -1 2 334 014e True
492228 1058 0 2 False 2 -1 0 44019 abf3 True
492254 7856 0 0 False 1 -1 3 309 0135 True
492280 1920 0 2 False 2 -1 0 55655 d967 True
492306 282 0 2 False 2 -1 0 58504 e488 True
492332 5378 0 2 False 3 -1 2 3332 0d04 True
492358 3922 0 3 False 3 -1 1 25128 6228 True
492384 5175 0 2 False 3 -1 2 21974 55d6 True
492410 5742 0 2 False 3 -1 2 9666 25c2 True
492436 2578 0 3 False 3 -1 1 44617 ae49 True
492462 4401 0 2 False 3 -1 2 25556 63d4 True
492488 3697 0 3 False 3 -1 1 11128 2b78 True
492514 1587 0 2 False 2 -1 0 18248 4748 True
492540 5102 0 2 False 3 -1 2 49208 c038 True
492566 4192 0 2 False 3 -1 2 41533 a23d True
492592 6427 0 0 False 1 -1 3 2339 0923 True
492618 188 0 2 False 2 -1 0 11335 2c47 True
492644 2384 0 3 False 3 -1 1 43913 ab89 True
492670 1961 0 2 False 2 -1 0 3397 0d45 True
492696 7099 0 0 False 1 -1 3 60689 ed11 True
492722 4409 0 2 False 3 -1 2 56609 dd21 True
492748 2844 0 3 False 3 -1 1 12727 31b7 True
492774 21 0 2 False 2 -1 0 40889 9fb9 True
492800 7306 0 0 False 1 -1 3 10867 2a73 True
492826 258 0 2 False 2 -1 0 29260 724c True
492852 205 0 2 False 2 -1 0 5936 1730 True
492878 427 0 2 False 2 -1 0 29135 71cf True
